Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R14-sim_liq_density-wt,R14-sim_vap_density-wt,R14-sim_Pvap-wt,R14-sim_Hvap-wt,R32-sim_liq_density-wt,R32-sim_vap_density-wt,R32-sim_Pvap-wt,R32-sim_Hvap-wt,R50-sim_liq_density-wt,R50-sim_vap_density-wt,R50-sim_Pvap-wt,R50-sim_Hvap-wt,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,R125-sim_liq_density-wt,R125-sim_vap_density-wt,R125-sim_Pvap-wt,R125-sim_Hvap-wt,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,Termination
158,1321,30.581977239001343,3.7811595366751387,3.9999999999999996,2.2893231699285996,1.9999999999999998,2.642917701881368,3.9999999999999996,54.55352763459666,75.00000000000001,5.680161981940791,27.049446274361586,50.00000000000001,50.00000000000001,30.58197722868778,3.781159636675139,3.9999999999999996,2.2893231699285996,1.9999999999999998,2.642917701881368,3.9999999999999996,54.553526431873046,75.00000000000001,5.680161981940791,27.049446274361586,50.00000000000001,50.00000000000001,76550.43299758069,206539.63259336737,10408.25080068494,152349.34918966287,69168.61142579145,4414.035246063331,119.43540811375644,4683.919648920296,11716.399017008309,3507.014331653515,949.8546441643455,113505.7539583632,26.60055655763175,15.2711796674602,1.7044730494117477,328.59441037231113,2054265.1512388876,87674.70864312956,277.7684432391282,88955.6935323608,433501.6884742639,30107.790135525465,1237.9486473773509,12495.16270362632,5035937.604344653,279426.1400893819,13253.654294087255,870373.0133414137,4.723363433188496e-09,8.163199015705264e-09,8.72855623134075e-06,1.2731544732706531e-06,2.7944823225773352e-06,7.408254984852841e-06,0.00011590516285804146,1.219288916439788e-05,0.000417934702836874,0.00039798117683867456,0.005324585661256375,0.00013792825995801532,0.006213076000307102,0.005154907208958099,0.17520735385137995,0.006950976295222048,1.0851950805702675e-08,1.4355566248654376e-07,5.969272481983404e-06,2.481643788717655e-06,2.656007668074345e-08,3.445899716893061e-07,1.9412032308215825e-05,1.631180473615897e-05,1.0733073338644887e-08,3.499833603548868e-08,2.131244125186674e-06,6.417013461008798e-08,761.7486889362335,102,0
195,1402,30.58351769034173,3.78116281343433,3.9999999999999996,2.2893853057358156,1.9999999999999998,3.5507803649953256,3.9999999999999996,54.54716516466908,75.00000000000001,5.6818447928760305,27.07614091053141,50.00000000000001,50.00000000000001,30.58351766464866,3.78116281343433,3.9999999999999996,2.2893853057358156,1.9999999999999998,3.5507803649953256,3.9999999999999996,54.54716516466908,75.00000000000001,5.681845995599649,27.076139707807794,50.00000000000001,50.00000000000001,76503.0843469681,206499.73451897298,10407.237103882791,152333.77287447976,69338.02274805446,4394.567004857101,118.95108573397918,4645.291764537914,11708.97435200062,3504.9662662928868,949.3040994890368,113435.05272685905,26.606993306926363,15.259601933144106,1.7043352531025455,328.5961132551396,3569596.124273208,44832.87978310747,108.40223449686785,90816.71321254618,433311.90791906806,30093.622972337278,1237.504665908642,12485.306787306828,5035989.852676354,279416.70134777797,13253.074190498392,870355.1776661475,4.7219945598610905e-09,8.160771816678376e-09,8.72701207010142e-06,1.2729492555258808e-06,2.797115281979986e-06,7.417568686495001e-06,0.00011598193982033494,1.2197030638256784e-05,0.0004181895183394324,0.0003981721637868695,0.005327711612704348,0.00013802035985558252,0.006213211450791718,0.0051544975960164325,0.17520488203327061,0.006951377150400325,9.322820573465288e-09,1.3394529523801725e-07,4.6548245407231565e-06,2.408779776952055e-06,2.6552196114799707e-08,3.444883711793477e-07,1.9406283587961277e-05,1.6306954672751303e-05,1.0729834168764419e-08,3.498783113523645e-08,2.1305968235426847e-06,6.415056526574523e-08,806.6381597518921,108,0
89,1196,30.583565507765496,3.781159102141876,3.9999999999999996,2.2893374362060843,1.9999999999999998,2.5218067773112356,3.9999999999999996,54.55275778135741,75.00000000000001,5.6803569941678616,27.055626365231912,50.00000000000001,49.99999879727639,30.58356544686315,3.781159102141876,3.9999999999999996,2.2893374362060843,1.9999999999999998,2.5218067773112356,3.9999999999999996,54.55275778135741,75.00000000000001,5.68035819689148,27.055626365231912,50.00000000000001,50.00000000000001,76544.5155523942,206534.51170630183,10408.120240672417,152347.32139910816,69210.66679667275,4409.39141492017,119.31950965706267,4674.553274054098,11715.395728343174,3506.7052171738087,949.7696139421438,113495.15383182839,26.60226525919783,15.269748287792344,1.7043519473027047,328.60108134352674,1936255.511450156,96037.91155564823,351.56540452321474,89457.08663148248,433459.774821334,30104.71056038615,1237.854561072085,12493.081717857407,5035963.448964544,279426.2395821171,13253.613323871585,870373.7462641906,4.723113255327047e-09,8.162758360342906e-09,8.728219294588267e-06,1.2731080728125445e-06,2.7951351959642145e-06,7.410536862895774e-06,0.0001159244081239817,1.2194042705272406e-05,0.0004179727855709902,0.00039800711981378473,0.0053250354776504406,0.00013794151074042967,0.006213083664957666,0.0051548341370863705,0.17520679926990873,0.006951026736769529,1.0886806675686015e-08,1.4323928651324504e-07,5.991929497861833e-06,2.4808389723590835e-06,2.6558646735577248e-08,3.4457155877269697e-07,1.9410989837518722e-05,1.6310924211574013e-05,1.0732485983236888e-08,3.4996430656066235e-08,2.131127046988102e-06,6.416659330372395e-08,687.5147120952606,92,0
57,1230,30.583714700509834,3.7811700674222584,3.9999999999999996,2.2893234501858135,1.9999999999999998,3.567478063160743,3.9999999999999996,54.55103794585828,75.00000000000001,5.680832580132914,27.062412434297947,50.00000000000001,50.00000000000001,30.583714700509834,3.7811700674222584,3.9999999999999996,2.2893234501858135,1.9999999999999998,3.567478063160743,3.9999999999999996,54.55103794585828,75.00000000000001,5.680832580132914,27.062412434297947,50.00000000000001,50.00000000000001,76533.70933884886,206527.03841157106,10407.93558808364,152344.7124657625,69251.54305647522,4404.452780787989,119.19694731183392,4664.813179330198,11714.545041595522,3506.430032428015,949.7063003824455,113487.30706366291,26.606838492796808,15.271146388216934,1.7040328629242603,328.619921057688,3608712.3240186586,44271.26537689766,110.99824457490706,90898.08290237357,433399.67236286215,30100.67023230247,1237.729120018266,12490.386965422209,5035890.426211801,279418.28884104814,13253.333112769236,870356.2861417887,4.723148867324412e-09,8.16281299502952e-09,8.728481638343093e-06,1.2731480896766832e-06,2.796058409406575e-06,7.413518322041789e-06,0.00011595420425633646,1.2196088339647632e-05,0.0004179945891102319,0.00039803187113646095,0.00532542482318539,0.0001379522743618027,0.006213144410346169,0.005154826043681426,0.17520756227225634,0.006951180255954942,9.285435285592378e-09,1.3366339058571143e-07,4.623909609295609e-06,2.4078855432715105e-06,2.6558830004578308e-08,3.4457418812559976e-07,1.941112881974048e-05,1.6311033394258618e-05,1.0732555329284495e-08,3.4996658914483454e-08,2.1311395469539297e-06,6.416697819563863e-08,708.5853979587555,95,0
181,1022,30.58460103206142,3.7811645587638747,3.9999999999999996,2.289339727721433,1.9999999999999998,3.6371545958437017,3.9999999999999996,54.5511702323219,75.00000000000001,5.68082724474528,27.08863989615392,50.00000000000001,50.00000000000001,30.58460101325395,3.7811645587638747,3.9999999999999996,2.289339727721433,1.9999999999999998,3.6371545958437017,3.9999999999999996,54.551169029598285,75.00000000000001,5.68082724474528,27.08863989615392,50.00000000000001,50.00000000000001,76533.62787771763,206526.09216116654,10407.90874932105,152344.1784398825,69451.79449891447,4384.084191833749,118.68597284846946,4622.981201815198,11713.566117271646,3506.182551337808,949.6354055914821,113478.05519387659,26.611521512704815,15.2741159093443,1.7029695501725732,328.78350517026564,3776301.7831900446,41982.35344651302,124.08642745935333,91232.61045445115,433213.6240758851,30087.881093546017,1237.3514137169582,12482.204234955403,5035936.019630402,279421.07101337373,13253.395519403466,870362.815912686,4.722752291306732e-09,8.162123679904924e-09,8.72776578586653e-06,1.2730452203745843e-06,2.7991794157921264e-06,7.424341330682567e-06,0.00011605033393927637,1.2202769897836094e-05,0.0004180175168877627,0.0003980444808464079,0.005325644060896731,0.00013795931135540042,0.00621311964503103,0.00515467679059968,0.1752075503172562,0.0069511331544487055,9.117761388031351e-09,1.3230852245158049e-07,4.49015522814782e-06,2.4016998261793993e-06,2.6556604714921675e-08,3.445459661625532e-07,1.9409516936629343e-05,1.6309655989851448e-05,1.07316433696898e-08,3.499369233103628e-08,2.1309585290556634e-06,6.416151193996841e-08,590.8857622146606,79,0
143,1092,30.5851351751896,3.7811534209723168,3.9999999999999996,2.289394463233915,1.9999999999999998,3.6769325451875856,3.9999999999999996,54.54932047031848,75.00000000000001,5.681269124535616,27.075701353613486,50.00000000000001,49.99999879727639,30.58513512170026,3.7811534209723168,3.9999999999999996,2.289394463233915,1.9999999999999998,3.6769325451875856,3.9999999999999996,54.54932047031848,75.00000000000001,5.681270327259234,27.075701353613486,50.00000000000001,50.00000000000001,76517.47228284308,206510.5245463444,10407.506971469938,152337.73144217534,69346.30207066932,4394.481061386976,118.94727839328411,4644.645198258757,11710.295507045648,3505.3263163380634,949.3916431364078,113446.42854667263,26.606632072252545,15.26254383050675,1.703918095177246,328.6686258748619,3875186.914877376,40714.938157755925,133.2009588595406,91420.35762303552,433324.68472493335,30094.555314655197,1237.5400448669202,12486.081783646301,5036056.619947306,279425.02399353293,13253.38472646801,870373.2526416501,4.722009054580375e-09,8.160809695726504e-09,8.72676252394514e-06,1.272909085753521e-06,2.797050548196574e-06,7.417454693510017e-06,0.00011597931025961534,1.2196998126829958e-05,0.00041814968076046177,0.0003981339423137274,0.0053271180813455,0.00013800334661379213,0.006213178280145529,0.005154525338110111,0.17520595786717252,0.006951252659081162,9.020471123598113e-09,1.3150314965216102e-07,4.413888586563213e-06,2.3981012519378962e-06,2.6552318421630254e-08,3.4448988472579224e-07,1.9406372185238707e-05,1.6307030354607586e-05,1.0729889708844053e-08,3.498800619275935e-08,2.13060936228863e-06,6.415094012865464e-08,627.353049993515,84,0
68,1144,30.585361834067193,3.7811561143601,3.9999999999999996,2.2894003306218895,1.9999999999999998,2.414828563851215,3.9999999999999996,54.54843798198211,75.00000000000001,5.6814979298401225,27.060400349161156,50.00000000000001,49.99999879727639,30.58536177606828,3.7811561143601,3.9999999999999996,2.2894003306218895,1.9999999999999998,2.414828563851215,3.9999999999999996,54.54843798198211,75.00000000000001,5.681499132563742,27.060400349161156,50.00000000000001,50.00000000000001,76511.34583506691,206505.72150914418,10407.386086913795,152335.92399070296,69225.03329788322,4406.5142220104235,119.24903274130797,4669.548451323129,11709.543806005251,3505.074757149601,949.3252652045506,113438.30485530203,26.608963372285473,15.26197147898548,1.7037837008300953,328.6704201634003,1846454.4265634574,104138.09502819605,429.69960926569684,90088.42170737713,433436.70768558595,30101.984665619773,1237.7556909302134,12490.695098381344,5036056.555595731,279423.30948160135,13253.29636520028,870369.8136077127,4.7218284926172955e-09,8.160491263111046e-09,8.72655007071825e-06,1.2728800656828758e-06,2.7949962730641922e-06,7.410477891382753e-06,0.00011591357210759365,1.2192028141967343e-05,0.00041817393917112464,0.00039815134412538196,0.005327433515256901,0.00013801258443700838,0.006213139375336223,0.005154435415644354,0.17520414920023253,0.006951260937232378,1.0871107285624621e-08,1.4257949914144612e-07,5.967006023852925e-06,2.4764374580527603e-06,2.655127160222036e-08,3.444758924084964e-07,1.9405597360260136e-05,1.630639406071048e-05,1.072946543202938e-08,3.4986629365480024e-08,2.1305245476833192e-06,6.414837814338834e-08,877.1729526519775,89,0
13,946,30.58590586801181,3.781177994256276,3.9999999999999996,2.289277896120942,1.9999999999999998,3.7331472622480493,3.9999999999999996,54.550293566210165,75.00000000000001,5.6811453281462185,27.05816008236159,50.00000000000001,50.00000000000001,30.585905848467636,3.7811789696765308,3.9999999999999996,2.2892713142684564,1.9999999999999998,3.733149805025629,3.9999999999999996,54.55050709795013,75.00000000000001,5.681091752286622,27.058377174741146,50.00000000000001,50.00000000000001,76529.64704702802,206524.83266492785,10407.883425054513,152344.07956999663,69221.16753113751,4407.800503413353,119.28002320544704,4671.78173607196,11713.991196093692,3506.510289896539,949.745313385922,113490.01460665275,26.608834896918736,15.27695995420416,1.703260252920273,328.78652071345357,4018809.999423689,38967.703651859076,148.13606549437608,91677.99068202652,433410.24647379766,30101.86423083131,1237.7615058170582,12491.193078735861,5035741.535331261,279406.9954361069,13253.0153770464,870330.5352925275,4.723363567415464e-09,8.163184083851907e-09,8.728941703428238e-06,1.2732148166648113e-06,2.795612197961631e-06,7.411983719281629e-06,0.00011594234290357177,1.219535008116176e-05,0.00041796303163770817,0.0003980275411457857,0.005325185016729089,0.00013794557424552683,0.006213148326123537,0.0051547839151518315,0.17520828137023214,0.006951125545141323,8.887383248754323e-09,1.3041620203537192e-07,4.3094435783473725e-06,2.3945252223749916e-06,2.656003647432903e-08,3.4458987830913767e-07,1.9412011409383905e-05,1.6311774917051114e-05,1.0733054413183562e-08,3.4998271644149336e-08,2.1312376953314297e-06,6.416997472177601e-08,641.531610250473,73,0
116,949,30.586336860851162,3.7811211271077907,3.9999999999999996,2.289503842073079,1.9999999999999998,3.7628057931363568,3.9999999999999996,54.549265299779876,75.00000000000001,5.68119504209863,27.07083027451092,50.00000000000001,49.99999879727639,30.586336823786503,3.7811211271077907,3.9999999999999996,2.289503842073079,1.9999999999999998,3.7628057931363568,3.9999999999999996,54.549265299779876,75.00000000000001,5.68119504209863,27.070831477234538,50.00000000000001,50.00000000000001,76510.73207782573,206499.62902937536,10407.2135274491,152332.4999002086,69312.44077060928,4398.304054155097,119.04236469947193,4652.409130651099,11706.57188445831,3504.341393939313,949.0899747121091,113407.61387947696,26.59976640330973,15.24806527019616,1.704675962520037,328.6054213303573,4096595.204003973,38070.43154395345,156.99395156478116,91813.43212852396,433402.77236264315,30098.470888488864,1237.6526814009937,12488.201846158876,5036365.747762475,279444.17050874466,13253.822484631737,870418.0934895299,4.720695784763998e-09,8.158508582191735e-09,8.724566834802118e-06,1.2726006428323466e-06,2.7955815174415195e-06,7.413223849527795e-06,0.00011592506136768594,1.2192173817284658e-05,0.0004183192358623356,0.0003982310982833325,0.005328792690418485,0.0001380543974506516,0.006213211119910515,0.005154273400870639,0.17520442069895825,0.006951265790400623,8.810679056855683e-09,1.2974087134852828e-07,4.2518098114419435e-06,2.3910277997582688e-06,2.6544823429597237e-08,3.443921940736182e-07,1.9400883060053107e-05,1.6302432202391004e-05,1.0726826885036554e-08,3.4978066155381165e-08,2.1300017382650405e-06,6.413253836214465e-08,544.672358751297,73,0
27,1158,30.586843800282146,3.78119164881978,3.9999999999999996,2.289292451863227,1.9999999999999998,3.7990934807345744,3.9999999999999996,54.546375522169555,75.00000000000001,5.682172654495963,27.076714970710363,50.00000000000001,50.00000000000001,30.5868437269516,3.7811924326675532,3.9999999999999996,2.289293426618669,1.9999999999999998,3.7991033640091,3.9999999999999996,54.546433838468204,75.00000000000001,5.682149406682139,27.078853106259043,50.00000000000001,50.00000000000001,76502.77753491738,206504.06169164283,10407.361651599269,152336.32210792857,69336.99818373492,4394.198566289306,118.94201824646333,4644.766666487174,11710.889981030854,3505.505002157493,949.4838818968619,113457.75781443008,26.61734192900582,15.274376700257449,1.7028747976693572,328.7759042546848,4193140.19484693,36982.49788953927,168.76361298404782,91967.38021376419,433268.95093189983,30091.792015586812,1237.4493103444684,12484.356435080625,5035708.50343049,279397.32847310393,13252.575310281103,870310.4629539214,4.722875286783793e-09,8.162313518409422e-09,8.728566048118571e-06,1.2731681551076646e-06,2.7977658744660704e-06,7.4192204205821446e-06,0.00011600818286403257,1.2199456513657734e-05,0.00041807154843370075,0.0003981125182026784,0.00532663324485288,0.0001379873220207431,0.006213197791468423,0.005154602510931377,0.17520651477315916,0.006951394647729951,8.72732280945564e-09,1.2906200912742504e-07,4.186944336686303e-06,2.3896648207806646e-06,2.655721669258077e-08,3.4455381281202037e-07,1.9409960324692753e-05,1.631003535371555e-05,1.073188877924634e-08,3.4994495402587584e-08,2.131003652556147e-06,6.4162902247097e-08,685.3925769329071,92,0
176,1364,30.587280611835425,3.781200722766961,3.9999999999999996,2.2892879720075636,1.9999999999999998,3.8292880362962696,3.9999999999999996,54.545687700463205,75.00000000000001,5.682377181989203,27.072408977495385,49.99999879727639,50.00000000000001,30.587280588740114,3.781200722766961,3.9999999999999996,2.2892879720075636,1.9999999999999998,3.8292880362962696,3.9999999999999996,54.54568890318682,75.00000000000001,5.682377181989203,27.072408977495385,50.00000000000001,50.00000000000001,76499.36969585015,206502.5946285461,10407.328850979417,152336.01298188925,69296.92271740599,4397.644147153687,119.02815504813891,4652.058029290365,11710.695976567793,3505.291714920987,949.4330333451757,113452.68119312488,26.629118715148305,15.281887866208084,1.7013120066611278,328.9421650154096,4275045.402817251,36095.57539510222,179.33562826732262,92094.4286256883,433296.67034423555,30093.658243055925,1237.5016019141099,12485.48175343619,5035681.43666424,279394.17153374414,13252.460580476783,870303.5683412525,4.722731473757457e-09,8.16206668003551e-09,8.728346673026271e-06,1.2731351763453602e-06,2.7971840889648446e-06,7.417121522851746e-06,0.00011598882211769625,1.219783557701211e-05,0.0004180702198690332,0.0003981116747408166,0.005326698380220958,0.00013798864655203304,0.006213171694037849,0.005154496055213129,0.17520660970555724,0.006951450949338858,8.654415588913422e-09,1.2843901008257326e-07,4.131782921439416e-06,2.3876329992623974e-06,2.6556410873281494e-08,3.4454326958304723e-07,1.940936907221846e-05,1.6309542128232615e-05,1.0731562648170138e-08,3.499343358876072e-08,2.13093835417496e-06,6.416093831248709e-08,783.7170004844666,105,0
98,805,30.587345749439628,3.7811680636444924,3.9999999999999996,2.2892969793683715,1.9999999999999998,3.833680420782125,3.9999999999999996,54.556668330505765,75.00000000000001,5.679413203495156,27.056721472754667,49.99999879727639,50.00000000000001,30.587345735020453,3.7811680636444924,3.9999999999999996,2.2892969793683715,1.9999999999999998,3.833680420782125,3.9999999999999996,54.556668330505765,75.00000000000001,5.679413203495156,27.056722675478287,50.00000000000001,50.00000000000001,76575.82097820654,206562.64037933253,10408.840530923866,152358.63761053822,69232.5004547614,4407.682408862524,119.27245770651437,4670.348643514315,11719.727501242312,3507.61519270549,950.0225429920295,113530.29328617666,26.627416820723518,15.298649458408006,1.6998501530700778,329.1609240354513,4287262.8788598515,35972.18331615928,180.91634773003324,92117.16672339893,433446.2379709837,30104.612060550175,1237.866515222262,12493.51878800408,5035918.408646547,279430.5837411166,13253.91779566477,870381.5236726629,4.723490861755585e-09,8.163459303911578e-09,8.728235167767448e-06,1.2730941061088195e-06,2.795585539272808e-06,7.411768464927348e-06,0.00011593913402269958,1.2195504257287155e-05,0.00041779755992371283,0.0003978722137562274,0.005322980087913279,0.00013788025157511445,0.006212975099974344,0.005154824729402729,0.17521147882933202,0.006950848344055587,8.645333092118086e-09,1.2837052912702253e-07,4.124524188751511e-06,2.3877629330596073e-06,2.656092941065391e-08,3.4460125969848715e-07,1.9412662156828764e-05,1.6312324861648086e-05,1.0733436359691827e-08,3.4999494883625075e-08,2.1313180417589897e-06,6.417239415305089e-08,462.6470937728882,62,0
74,1142,30.587639207999644,3.7811799888829336,3.9999999999999996,2.2892063545113657,1.9999999999999998,3.8537131190246985,3.9999999999999996,54.55830623554826,75.00000000000001,5.678890342938737,27.06803851683608,50.00000000000001,50.00000000000001,30.587635696835445,3.7811941374320446,3.9999999999999996,2.2891745122224827,1.9999999999999998,3.8537570014952793,3.9999999999999996,54.556620024314526,75.00000000000001,5.679460964695021,27.079166562860344,50.00000000000001,50.00000000000001,76590.5369102133,206577.0809696969,10409.213951548729,152364.66096975372,69328.57198613494,4398.732392391853,119.05192364147456,4651.58530159864,11725.270945091976,3509.3587716403244,950.5070344431831,113590.26485897214,26.59444588698556,15.283505535189136,1.7054957071581271,328.4103706940757,4342428.38807346,35391.91240868302,188.38875632190474,92198.6971105461,433334.28128211445,30098.358140131735,1237.6927460917673,12490.068747128988,5035704.095531395,279421.60220055585,13253.835872291755,870359.0450765296,4.7256037251143985e-09,8.167138965503836e-09,8.731797427822095e-06,1.2736039352954251e-06,2.798235593911349e-06,7.4200408687394866e-06,0.00011603535809873573,1.220424440316713e-05,0.0004176366693100745,0.0003977770172046504,0.005321200921621838,0.0001378265314138113,0.006213077256299005,0.005155610184203968,0.1752125858691006,0.006950840245876413,8.601152853658822e-09,1.280158866831498e-07,4.090230294693336e-06,2.387599096396521e-06,2.6572913113081388e-08,3.4475726887970186e-07,1.9421434612193747e-05,1.6319677623232724e-05,1.073831438337829e-08,3.5015351590378836e-08,2.132287700489754e-06,6.42016847363193e-08,920.8382937908173,94,0
69,962,30.588052549148742,3.7812182290944865,3.9999999999999996,2.2891765305042497,1.9999999999999998,3.8821257093741584,3.9999999999999996,54.546491457459375,75.00000000000001,5.68220746257888,27.079068238626398,50.00000000000001,49.99999879727639,30.588052455089056,3.7812182290944865,3.9999999999999996,2.2891765305042497,1.9999999999999998,3.8821257093741584,3.9999999999999996,54.546491457459375,75.00000000000001,5.6822086653024995,27.079068238626398,50.00000000000001,50.00000000000001,76508.83380622645,206513.4619139848,10407.61414740364,152340.79437117747,69356.95164982113,4392.346829819574,118.89720364654681,4640.9474816089,11714.685263413596,3506.7189861721135,949.8451210321275,113502.25085491594,26.60914155508095,15.278528669972735,1.7043853947096568,328.58204219618784,4421435.623679517,34574.066105949125,199.55278764481994,92306.20548896199,433207.2873860694,30089.082559831568,1237.3730517520705,12483.041212189504,5035384.22748575,279377.56758818787,13252.132748623124,870264.0692717278,4.724512314453552e-09,8.165169290528104e-09,8.731390131966232e-06,1.2735701299735036e-06,2.7990416205715795e-06,7.422836704182738e-06,0.00011605872963699846,1.2204336782690417e-05,0.00041790746565928866,0.00039802526740512494,0.005324991807621062,0.000137937624806479,0.006213229028917134,0.005155028955777469,0.1752080953150275,0.006951376593766995,8.531093001815293e-09,1.273985172911945e-07,4.038447583085844e-06,2.385334646605549e-06,2.6566514847222685e-08,3.4467484856617957e-07,1.9416766351137156e-05,1.6315741824725493e-05,1.073568384222154e-08,3.500681956268114e-08,2.1317567569704515e-06,6.418569126816528e-08,728.2637403011322,74,0
188,1221,30.588455524736176,3.7811633415369483,3.9999999999999996,2.2892943861596313,1.9999999999999998,3.9099572330805166,3.9999999999999996,54.55792365573571,75.00000000000001,5.678872941621586,27.07935654148523,49.99999879727639,50.00000000000001,30.5884554160588,3.781162365773068,3.9999999999999996,2.2892958247576787,1.9999999999999998,3.909952826350156,3.9999999999999996,54.55806145111188,75.00000000000001,5.678843198686921,27.077988289938897,50.00000000000001,50.00000000000001,76584.37808103113,206569.18282076885,10409.004633233162,152361.06800415003,69407.94400407062,4390.126252494214,118.83708851958275,4634.047316073517,11723.177223008157,3508.5644256828796,950.2662546498357,113561.59742564612,26.594759935153313,15.274283300387221,1.7058102732533063,328.31969777173094,4500426.592485823,33795.13677671225,211.06442467112612,92419.19468481958,433284.95601588185,30093.908699967014,1237.5586231479908,12486.929797338888,5035949.845129238,279436.5139105406,13254.16786804136,870394.0709265125,4.724657636363615e-09,8.165484035484463e-09,8.73022476485458e-06,1.2733818290219572e-06,2.799141877949024e-06,7.423471322795047e-06,0.00011605770663895504,1.2205144759673806e-05,0.00041776206944758393,0.0003978431551311357,0.005322477866463379,0.00013786441658579182,0.006213095301124391,0.005155448190502104,0.17521119820207728,0.006950953398642766,8.46505290411018e-09,1.268272164519195e-07,3.989385030104297e-06,2.3838507137954232e-06,2.6567532730361726e-08,3.4468750891075265e-07,1.9417502341027984e-05,1.6316370701187528e-05,1.0736107769214213e-08,3.500819506796148e-08,2.1318498749482855e-06,6.418841572696508e-08,724.4116725921631,97,0
162,906,30.588688856791848,3.781132856882386,3.9999999999999996,2.2893620084272372,1.9999999999999998,3.9255775475748305,3.9999999999999996,54.55953192053018,74.99999879727639,5.678445261364762,27.06851924625296,50.00000000000001,50.00000000000001,30.588688821065045,3.781133430327665,3.9999999999999996,2.289362835867926,1.9999999999999998,3.9255786378717463,3.9999999999999996,54.559506884588835,75.00000000000001,5.678447124049199,27.068842108707567,50.00000000000001,50.00000000000001,76590.54691592316,206569.58824146705,10408.999646118078,152360.32818612678,69341.24428107517,4398.166606060133,119.03572530429861,4650.066309243893,11721.108127484704,3508.184339138464,950.1363155998645,113543.40553866676,26.58942129511532,15.268899255203529,1.7055848429539577,328.4402774819537,4545136.856498468,33360.39020306808,217.80286116264014,92478.66232435884,433394.6332695427,30100.605061750164,1237.7598019058446,12491.100442436551,5036168.345688825,279452.853591278,13254.62213546654,870431.3947805504,4.723746640533043e-09,8.163896740561906e-09,8.728496802342656e-06,1.27313542878217e-06,2.7971208262576143e-06,7.417317982169793e-06,0.00011598841727542312,1.2199635603332976e-05,0.00041783811440132063,0.00039788027896484486,0.005323073373845293,0.00013788412269453496,0.006213076054420101,0.005155235497545047,0.17521099257387504,0.006950784852752901,8.426295722695426e-09,1.2647889281360848e-07,3.9612437079984135e-06,2.382536878865136e-06,2.6562357692538824e-08,3.4461985718716255e-07,1.9413708484626e-05,1.6313198914451094e-05,1.073400359997893e-08,3.5001356276748776e-08,2.1314333765445346e-06,6.417581344610788e-08,523.8008849620819,70,0
