Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
24,64,75.99636936117668,2.902806308830472,3.70017085274251,3.5133555492398427,2.0429357255092278,3.1928332941029964,22.92424042302468,17.892402035401314,52.56839713069973,7.958424886524043,22.287137671950504,75.99560815265158,2.902806308830472,3.70017085274251,3.5132663472739027,2.044244704605572,3.1927716303679854,22.92424042302468,17.892402035401314,52.56105185276928,7.954430088560542,22.296643837692574,0.1355171675894299,0.7173289291813574,8.270517873394423,21.313301648182225,152.41885328292847,74.0,814.0,457.66963318234303,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,82,75.99901407200133,3.160501356063528,3.499073554244833,3.534617353929559,2.0534163954721727,3.18485226299055,49.41816808227172,47.04356470209604,52.41479739425706,8.023675436038536,21.63249512239392,75.99900457928312,3.160501356063528,3.499073554244833,3.5346152201977983,2.053417323081508,3.1848524749494644,49.41816808227172,47.04356470209604,52.41464634945408,8.023670728368772,21.63265857869613,0.1994131686086108,0.6345427912856467,8.054994696682343,21.265960910360764,182.0985465049744,90.0,990.0,262.3434408029132,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,71,76.00244286011153,2.8045639389939456,3.909226890695137,3.481129706597874,2.0328436691780856,3.208121322707544,41.93075222976712,14.574712472106125,54.65255426366813,7.85351082703259,22.198466071147944,76.00243822664451,2.8045639389939456,3.909226890695137,3.4811276491698218,2.0328350816035807,3.2081232237365542,41.93075222976712,14.574712472106125,54.652608691475386,7.853579436956341,22.19846949138972,0.1222720567337344,0.6537308980424759,8.425511700707128,22.071715042697853,172.7478473186493,84.0,924.0,484.0721200817124,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,55,76.02279427005745,3.694169456502381,3.848981303886023,3.528039058912999,2.039211436559859,3.189378295499046,64.09136930674146,18.708742982462333,52.27664720865543,7.966643833040068,21.996488429944108,76.0227921963278,3.694169456502381,3.848981303886023,3.528038884929248,2.039211191525838,3.189377573149274,64.09136930674146,18.708742982462333,52.27666695686637,7.966655234612734,21.996467803858728,0.1550308566909779,0.6820719738060204,8.170971405682694,20.96643408173296,60.84618425369263,63.0,693.0,110.06107114308551,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,104,76.0542673254204,3.242135327762998,3.0917718644923395,3.5328298274512395,2.071681522467953,3.181984247368448,40.51771380360332,31.942063467836142,52.22254169861768,8.089224925890905,21.73189979590039,76.05426586067838,3.242135327762998,3.0917718644923395,3.5328299159670724,2.071683342962301,3.1819840049181054,40.51771380360332,31.942063467836142,52.22258508641073,8.08922939224467,21.731864252471706,0.1632627340448548,0.5369274015027792,7.991362892858832,21.46705920648529,114.5488691329956,113.0,1243.0,72.75588539666676,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,103,76.16415231866705,3.537628683964666,3.68023116582806,3.543477190451856,2.0675679829229505,3.180512861760686,64.08061166887434,21.62830995203317,52.05041339375568,7.928329796329079,21.625242265196498,76.16415130840639,3.537628683964666,3.68023116582806,3.543475699056999,2.0675690318446462,3.1805141859382378,64.08061166887434,21.62830995203317,52.05045390336103,7.928267675242661,21.62531924604801,0.1377464189334671,0.746541797552537,8.065411946524168,20.95809424126366,112.9193389415741,120.0,1320.0,82.63100889163792,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,71,76.18728289472192,2.570108029643729,3.1528467053233977,3.493768217801321,1.9967731849165145,3.208135037040779,41.4400679213972,70.4375685726165,53.55543621560244,7.781940166147514,22.52075784325743,76.18726373093213,2.570108029643729,3.1528467053233977,3.49376563584832,1.996783749707979,3.2081344743322813,41.4400679213972,70.4375685726165,53.55518010755271,7.781961623649391,22.520961449203615,0.1352619028190423,0.8751947403671966,8.49613239372187,21.013467781830627,159.191654920578,78.0,858.0,274.83009148236965,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
22,85,76.28904210409996,2.060896846624467,3.1208710582885306,3.543580782990066,2.0298405576719536,3.183880555583443,35.68275513804205,38.16323763674813,52.12966565553668,8.001611208987743,21.56335470388515,76.28903276460608,2.060896846624467,3.1208710582885306,3.543584309105632,2.029859843548554,3.183875933858511,35.68275513804205,38.16323763674813,52.12929725171238,8.001635007479901,21.563421747994305,0.2986048929209263,0.7967751775341739,8.476632052999065,20.710985200691347,186.1142964363098,92.0,1012.0,688.7952393640643,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,91,76.43984100178473,2.474120262565899,3.330090083070298,3.538341938867836,2.0441409932133747,3.1838262884626003,60.14247643194416,53.23689836507111,51.3802728000892,8.057757718756342,22.15059193651859,76.43983927268548,2.474120262565899,3.330090083070298,3.538344522668017,2.0441464865786205,3.1838246178058998,60.14247643194416,53.23689836507111,51.38021743975344,8.057774907113336,22.150523109962823,0.1412862105999653,0.64536464540936,8.094718044468353,20.671709457339222,197.36873722076416,97.0,1067.0,150.30279776179057,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,87,76.57292725065818,2.212369651869073,2.591640848185941,3.558955254226792,2.064308010120182,3.174186343560612,31.078078129874328,37.82572255313615,51.89432802609264,8.084523929016113,21.11005553012174,76.57291121558072,2.212369651869073,2.591640848185941,3.5589547237133496,2.0643013153463308,3.1741878944458684,31.078078129874328,37.82572255313615,51.89448430271997,8.084508186180983,21.109997219973863,0.2860078336133095,0.7360194328437384,7.688848491867778,21.23658179855108,195.8815619945526,96.0,1056.0,1681.758024691358,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,66,76.6261762672169,2.579358365190473,3.055498236348859,3.5517627746626608,2.059607466856764,3.176948163827604,55.38546695714418,25.51778758029005,50.938918566157085,8.041163900378981,21.98863905140498,76.6261664900414,2.579358365190473,3.055498236348859,3.551759165750665,2.059598806262843,3.17695113729342,55.38546695714418,25.51778758029005,50.93896725504767,8.041133333160799,21.98876250322809,0.1266044743730574,0.7334005669230956,8.079913181402507,20.451361054269128,158.60913372039795,74.0,814.0,224.8091660005329,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,42,76.71548540125437,2.631097700655851,2.126398099616417,3.5474177221948477,2.03147775017912,3.18211198230355,23.12687472998769,55.46463063293334,51.04527007341111,8.081311129318669,22.077491826784566,76.71548518627851,2.631097700655851,2.126398099616417,3.547417779844224,2.0314777789382905,3.182111956515027,23.12687472998769,55.46463063293334,51.04527021357579,8.081311710613184,22.077489407131026,0.1799124750240559,0.6820305486310072,8.107397512239121,20.377824499752897,99.15426063537598,49.0,539.0,119.1952393640643,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,37,77.51081340454013,3.743970395424639,3.361142719690355,3.5328555109994424,2.1837238766375493,3.1587094089978667,50.99194395219698,41.72825210737801,50.86420015143499,8.157378324565045,22.39719661734056,77.5107914494567,3.743970395424639,3.361142719690355,3.532850846633384,2.183720708497621,3.158711619410512,50.99194395219698,41.72825210737801,50.86426798176969,8.157347239260078,22.39733857986966,0.0481041738301867,0.629927770424398,8.031910440240477,22.05864607964972,90.87960124015808,44.0,484.0,192.06863842259528,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,46,83.74184138681258,3.410630688182587,2.8325510766089157,3.556269697830361,2.458305078053685,3.071364579539399,58.98488868514296,48.30151963522816,49.01317365428615,8.714297492491516,22.21160669468932,83.74183878841242,3.410630688182587,2.8325510766089157,3.5562705360822133,2.458303714848063,3.0713648357541805,58.98488868514296,48.30151963522816,49.01319122853306,8.714295954161939,22.21156262235556,0.4015556616376947,0.4870300820905424,7.569630762295096,23.96950292758721,113.413498878479,55.0,605.0,164.5437783106848,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
