,Unnamed: 0,molecule,temperature,restart,sim_liq_density,sim_vap_density,Hvap,sim_Pvap,liq_enthalpy,vap_enthalpy,sim_Hvap,sim_Tc,sim_rhoc
53,53,R134a,280,3,1282.8009631199998,19.7295608412,19.86761743673197,4.05919544551,1591.27897337669,3882.47209153,194.72157392252709,375.5854255821985,514.471744474902
54,54,R134a,300,1,1208.8318994,38.0352249321,18.06357850559596,7.844205567520001,2957.357974325,4079.00589571,177.04027412868024,375.5854255821985,514.471744474902
55,55,R134a,300,2,1206.58058179,37.1261255062,18.06783505341023,7.669049052439999,2989.4619647429995,3997.97379642,177.08199235143698,375.5854255821985,514.471744474902
56,56,R134a,300,3,1209.81785108,37.6151669253,18.113126414830333,7.741815119390001,2939.110980147,4039.41954265,177.52589083140828,375.5854255821985,514.471744474902
57,57,R134a,320,1,1119.42342741,65.2369751122,15.929155733938304,13.17128281745,4425.902161239999,3964.48871109,156.1208980214651,375.5854255821985,514.471744474902
58,58,R134a,320,2,1123.29131052,65.27033468,15.947345321519434,13.18809007758,4404.17585789,3987.36058144,156.29917330455217,375.5854255821985,514.471744474902
59,59,R134a,320,3,1122.5927540199998,65.8277187507,15.919230548625276,13.21326961815,4384.996404199999,4045.56826001,156.02362175208955,375.5854255821985,514.471744474902
60,60,R14,130,1,1710.4271303199998,2.27839131829,12.777609374757656,0.2759646108449999,-4464.88081826,481.571897668,145.19301187280232,232.3562942317368,616.3260680361495
61,61,R14,130,2,1710.20649675,2.33664780117,12.77345219327545,0.283128895081,-3994.55673102,988.546493079,145.1457734823804,232.3562942317368,616.3260680361495
62,62,R14,130,3,1711.9724832600002,3.13220984618,12.772528892202388,0.377486444975,-4307.42322172,660.4449545939999,145.13528193738702,232.3562942317368,616.3260680361495
63,63,R14,150,1,1606.0612163899998,9.48774095524,11.83139723740414,1.287773221881,-3093.81767639,1034.235224608,134.44112659727014,232.3562942317368,616.3260680361495
64,64,R14,150,2,1606.33244827,9.11281918865,11.84054410652512,1.2382924049709998,-3122.5332206,993.916214768,134.54506321310572,232.3562942317368,616.3260680361495
65,65,R14,150,3,1604.23735943,8.488492729010002,11.84080258272737,1.157344094297,-3159.36426256,927.248166111,134.54800029916004,232.3562942317368,616.3260680361495
66,66,R14,170,1,1487.61157157,26.7261106221,10.713838977749948,3.89676761874,-2162.127382264,1036.36274071,121.74222143406568,232.3562942317368,616.3260680361495
67,67,R14,170,2,1490.22886291,28.006322922,10.728690392366524,4.07184928509,-2159.431083021,1085.009666968,121.91097926313286,232.3562942317368,616.3260680361495
68,68,R14,170,3,1489.93436648,27.0416314249,10.726159143476837,3.93790464262,-2167.99903883,1048.1697456840002,121.88221647665894,232.3562942317368,616.3260680361495
69,69,R14,190,1,1359.49477852,65.7008195219,9.326566959938448,9.72203278353,-1144.2804150218,1062.155768099,105.97853695715379,232.3562942317368,616.3260680361495
70,70,R14,190,2,1359.15213281,67.1921337799,9.298344848652976,9.88922624037,-1129.8203588022002,1091.036854415,105.65784681717798,232.3562942317368,616.3260680361495
71,71,R14,190,3,1360.84395611,68.177720074,9.29821504773245,10.04443145837,-1134.5749422015,1104.602099024,105.6563718787883,232.3562942317368,616.3260680361495
72,72,R14,210,1,1194.0095704899998,148.38902900090002,7.339791185979738,20.4540896217036,-31.893345637466595,987.40613699,83.40264266609402,232.3562942317368,616.3260680361495
73,73,R14,210,2,1194.7192791999998,152.4121140008,7.288101992159836,20.846590299276,-29.632630589423773,1019.119364428,82.81529416357878,232.3562942317368,616.3260680361495
74,74,R14,210,3,1190.77238703,146.1487042165,7.326063802113701,20.151376347088,-17.874983649220603,959.09569707,83.24665728962904,232.3562942317368,616.3260680361495
75,75,R143,317,1,1144.37437933,12.94627594625,25.50608039921835,3.71913188302,3229.292208979,3927.7227847,303.4992908045972,422.7078834942374,451.0360797556697
76,76,R143,317,2,1142.09704744,13.118419928200002,25.4478047956811,3.76621403255,3248.760105457,3983.47909951,302.80586382295456,422.7078834942374,451.0360797556697
77,77,R143,317,3,1141.5229054400002,12.47100241987,25.47039199167277,3.60756129151,3288.863188262,3788.51570074,303.0746310289477,422.7078834942374,451.0360797556697
78,78,R143,337,1,1082.06908909,23.8415436413,23.40879724311079,6.94268762651,4895.4961975100005,4289.0041205,278.54351788565907,422.7078834942374,451.0360797556697
79,79,R143,337,2,1083.72465205,24.3272481464,23.42099252909024,7.02995630912,4847.54121732,4371.86661682,278.68863076023604,422.7078834942374,451.0360797556697
80,80,R143,337,3,1083.06876685,23.9242496541,23.441484029105933,6.962836672399999,4861.30827232,4310.835943720001,278.93246107931856,422.7078834942374,451.0360797556697
81,81,R143,357,1,1017.777910125,42.58276014489999,21.04117475169608,12.12041207968,6519.62474845,4723.93648671,250.3709513528805,422.7078834942374,451.0360797556697
82,82,R143,357,2,1019.215522851,43.516251507300005,21.017129351585133,12.41903907121,6473.02499576,4789.762327529999,250.08483283656747,422.7078834942374,451.0360797556697
83,83,R143,357,3,1011.72435281,40.6773748962,21.05829092726784,11.74478293164,6642.80762889,4503.89154235,250.57461836349165,422.7078834942374,451.0360797556697
84,84,R143,377,1,945.302215396,76.2220351534,18.11911759364288,20.48725715178,7948.13138027,5234.91865386,215.6011136797106,422.7078834942374,451.0360797556697
85,85,R143,377,2,939.760941483,72.94235667109999,18.150365577382317,19.95275261117,8139.07490106,4962.66778801,215.97293642768105,422.7078834942374,451.0360797556697
86,86,R143,377,3,937.356413,71.7050155104,18.2235032907272,19.788839564595,8171.23354905,4910.27903434,216.8432090757639,422.7078834942374,451.0360797556697
87,87,R143,397,1,834.0806807120001,122.4541216934,14.4017506612373,30.676794390273,10019.65967861,5253.98182504,171.3678089152463,422.7078834942374,451.0360797556697
88,88,R143,397,2,841.0099447870001,124.00503531109996,14.444702231026572,30.730616269661,9910.81650749,5285.62331761,171.87889375329092,422.7078834942374,451.0360797556697
89,89,R143,397,3,840.49893526,124.4659870684,14.422279821312207,30.725646784534295,9890.49775228,5352.270457049999,171.61208735497627,422.7078834942374,451.0360797556697
90,90,R143a,240,1,1211.5030346700005,6.61966742145,20.1113559927534,1.489632434747,-116817.871821,-18769.5053805,239.30694898564255,358.6289340447522,456.21578492912596
91,91,R143a,240,2,1212.23691335,6.44539160676,20.132999635709307,1.449892588536,-117397.608647,-18265.0175922,239.56448876379469,358.6289340447522,456.21578492912596
92,92,R143a,240,3,1212.45543687,6.78882805595,20.111010494821382,1.527977825271,-116279.970952,-19250.6280564,239.3028378726961,358.6289340447522,456.21578492912596
93,93,R143a,260,1,1152.5133246300002,14.408200143,18.717401036088013,3.37893736116,-114366.267514,-19624.4638785,222.72014559838186,358.6289340447522,456.21578492912596
94,94,R143a,260,2,1153.3209682999998,14.157519456,18.754970743148228,3.31211114902,-114785.31344,-19265.685658100003,223.16719113693748,358.6289340447522,456.21578492912596
95,95,R143a,260,3,1152.77356097,14.1310473042,18.754536409949303,3.30760787211,-114779.75991300002,-19274.833275,223.16202296465136,358.6289340447522,456.21578492912596
96,96,R143a,280,1,1087.24586363,27.2638019538,17.189137249808994,6.48528435145,-113100.280518,-19422.8499571,204.53518859839355,358.6289340447522,456.21578492912596
97,97,R143a,280,2,1085.77953572,26.027150603800003,17.218057793136506,6.214020656740001,-114138.67773300002,-18478.2819468,204.8793169102392,358.6289340447522,456.21578492912596
98,98,R143a,280,3,1087.6405923499997,27.2183246988,17.1686694106692,6.4671853998,-113177.144154,-19356.8691608,204.29163982233698,358.6289340447522,456.21578492912596
99,99,R143a,300,1,1014.39925099,49.337103152800005,15.342956096337524,11.53592143757,-111711.98628100002,-19351.5054692,182.56730243143173,358.6289340447522,456.21578492912596
100,100,R143a,300,2,1011.039700028,48.5772741238,15.302067671856474,11.37235783728,-112028.71940500004,-19029.1021513,182.0807671567881,358.6289340447522,456.21578492912596
101,101,R143a,300,3,1012.439521662,48.7010946626,15.327483058430548,11.439696711219998,-111784.130102,-19259.0075507,182.38318727309075,358.6289340447522,456.21578492912596
102,102,R143a,320,1,925.844369081,85.45034166619999,12.992851588560882,19.02194184677,-111609.614651,-17920.7488301,154.60318406188577,358.6289340447522,456.21578492912596
103,103,R143a,320,2,927.94513372,88.0253367147,12.950689159439213,19.616012167562,-110377.083424,-19064.1426811,154.10148928414102,358.6289340447522,456.21578492912596
104,104,R143a,320,3,927.4319668639998,86.9610802169,12.989144272737756,19.465496263718,-110585.991076,-18871.7317898,154.5590703562322,358.6289340447522,456.21578492912596
120,120,R152a,260,1,1038.8427187819998,4.78338784927,22.37448830007885,1.478754967072,-71825.2195757,-12895.83990295,338.7456404911182,387.2073084019928,384.04250227042377
121,121,R152a,260,2,1038.92780204,4.86941528032,22.363214978519093,1.505434280641,-71540.88053080002,-13132.4264647,338.5749644747103,387.2073084019928,384.04250227042377
122,122,R152a,260,3,1036.983948362,4.64720785937,22.354228838367,1.437551671838,-72270.5442961,-12522.1355173,338.43891596443655,387.2073084019928,384.04250227042377
123,123,R152a,280,1,990.217077104,9.91757771863,20.929858342689112,3.17426297034,-70045.6703533,-13117.52612388,316.8742084554225,387.2073084019928,384.04250227042377
124,124,R152a,280,2,988.583899762,9.903428514620002,20.91863434651811,3.1778906963399995,-70055.5946404,-13095.13901059,316.70427921633456,387.2073084019928,384.04250227042377
125,125,R152a,280,3,989.874475108,10.24426516689,20.928958213109443,3.28364296298,-69517.0830001,-13552.5575308,316.86058065902773,387.2073084019928,384.04250227042377
126,126,R152a,300,1,938.834760073,18.9761291891,19.344585762521277,6.18900166866,-68137.38871059999,-13450.08721062,292.8734729606104,387.2073084019928,384.04250227042377
127,127,R152a,300,2,936.005283042,18.8744778727,19.318106453691676,6.16297531629,-68166.0737449,-13406.0163444,292.4725810917575,387.2073084019928,384.04250227042377
128,128,R152a,300,3,935.681222505,19.0988598146,19.28702131471228,6.19503484521,-67966.6707783,-13552.36110409,292.00195780097624,387.2073084019928,384.04250227042377
129,129,R152a,320,1,878.599975728,34.4795133299,17.369191239178967,11.10531363203,-65969.7279786,-13952.60406961,262.96636294952333,387.2073084019928,384.04250227042377
130,130,R152a,320,2,879.0267311389999,33.8544509491,17.403119452797707,10.93510946339,-66257.57689799998,-13703.92796813,263.48002986779466,387.2073084019928,384.04250227042377
131,131,R152a,320,3,879.6196735990001,35.2104573883,17.339410128070746,11.22964387619,-65491.1936777,-14367.38995018,262.5154824010348,387.2073084019928,384.04250227042377
132,132,R152a,340,1,810.237270214,59.5132504664,15.069058581712438,18.40279594138,-64262.2089542,-14138.7722518,228.1427772738102,387.2073084019928,384.04250227042377
133,133,R152a,340,2,809.960968506,58.9987546581,15.089323106873234,18.0966383348,-63982.8053232,-14395.5797804,228.44957846017826,387.2073084019928,384.04250227042377
134,134,R152a,340,3,811.3105104450001,60.1403345002,15.003252401907355,18.34508976016,-63805.7227271,-14556.35118946,227.14648380656394,387.2073084019928,384.04250227042377
135,135,R161,220,1,860.311064593,2.55647393266,20.03844416218212,0.939722429005,-22053.6391638,-8635.439266840001,416.9507415221157,352.2713115218559,314.0806870959836
136,136,R161,220,2,860.012114965,2.35865807363,20.085635559590248,0.870322526291,-23247.5074368,-7963.6062095,417.9326784421446,352.2713115218559,314.0806870959836
137,137,R161,220,3,859.4094067139999,2.31760117144,20.02742626589764,0.8554684711130002,-23460.2210932,-7822.88224237,416.72148619726875,352.2713115218559,314.0806870959836
138,138,R161,240,1,820.1906895980001,5.689444614699999,18.8896272918867,2.2226858286200004,-22586.6785902,-7490.006804160001,393.0466877908988,352.2713115218559,314.0806870959836
139,139,R161,240,2,820.3883806169999,5.82741977384,18.842838620807896,2.26838309392,-22264.2639637,-7677.83755792,392.0731306153392,352.2713115218559,314.0806870959836
140,140,R161,240,3,819.5106961549999,5.5701257763,18.86060297995078,2.17668926332,-22851.684663,-7333.61270519,392.4427632403746,352.2713115218559,314.0806870959836
141,141,R161,260,1,777.396269843,12.3855573863,17.477107699174987,4.98216626978,-21225.4792981,-7463.028060459999,363.6556289427686,352.2713115218559,314.0806870959836
142,142,R161,260,2,776.920972089,12.083671887,17.4886453974138,4.88076854685,-21525.7416009,-7276.124939930001,363.8957000679117,352.2713115218559,314.0806870959836
143,143,R161,260,3,778.645300207,12.4105598743,17.51864824957316,5.00336770692,-21211.8587191,-7472.721045939999,364.5199856339155,352.2713115218559,314.0806870959836
144,144,R161,280,1,730.722958119,22.9993700308,15.93045103643153,9.365160455400002,-20436.228934100003,-7074.30734678,331.47350755691446,352.2713115218559,314.0806870959836
145,145,R161,280,2,731.880566636,23.7946917164,15.927417524662255,9.6457637677,-20034.932,-7337.07941356,331.41038763745473,352.2713115218559,314.0806870959836
146,146,R161,280,3,730.608299474,23.145566169,15.934998993752862,9.43365999294,-20385.7514143,-7107.226505850001,331.56813936376494,352.2713115218559,314.0806870959836
147,147,R161,300,1,680.185699862,43.618265435,13.909274262127353,17.04621674619,-18308.9767862,-7594.530789,289.4177896592214,352.2713115218559,314.0806870959836
148,148,R161,300,2,678.266484335,42.9516046009,13.947047526353565,16.905830771030004,-18513.4102939,-7447.42924878,290.20375839019476,352.2713115218559,314.0806870959836
149,149,R161,300,3,678.514042702,41.5991671755,14.01438781104328,16.553975996740004,-18899.7674106,-7187.79077843,291.6049441014426,352.2713115218559,314.0806870959836
150,150,R170,210,1,551.580135649,7.709312713550001,13.771880296419065,4.13461800872,-1794.8756843394,2139.5302655100004,458.0092552602037,296.64324376222174,226.35583112449174
151,151,R170,210,2,552.782030768,8.081757630529998,13.764560130181536,4.32731427069,-1773.960778097,2240.54463905,457.76580964387034,296.64324376222174,226.35583112449174
152,152,R170,210,3,551.577492047,7.640160058550001,13.75481170110764,4.09781949689,-1791.788087492,2120.02719232,457.44160767260763,296.64324376222174,226.35583112449174
153,153,R170,230,1,517.464567868,16.086650197799997,12.567888993797116,8.90397498999,-598.6570845585413,2361.6923030300004,417.9683060227183,296.64324376222174,226.35583112449174
154,154,R170,230,2,517.454712445,16.7801910511,12.542898450808424,9.196538618559998,-594.949351037053,2457.40365628,417.1371994681707,296.64324376222174,226.35583112449174
155,155,R170,230,3,517.08335924,16.0509268419,12.571572592140637,8.89078475054,-594.151179788227,2355.36047876,418.0908108730133,296.64324376222174,226.35583112449174
156,156,R170,250,1,477.766593035,31.6662549604,11.012186017883984,17.271462603299998,627.4940221557371,2633.75539331,366.2305370276359,296.64324376222174,226.35583112449174
157,157,R170,250,2,477.621625476,31.649771820500003,11.004082801645806,17.16800942642,625.8703208474429,2648.05151677,365.9610496406866,296.64324376222174,226.35583112449174
158,158,R170,250,3,476.562405769,30.5029262618,11.037166339278505,16.69993449174,649.1306719417129,2543.18693814,367.0613036442351,296.64324376222174,226.35583112449174
159,159,R170,270,1,427.832661843,57.1165350816,8.95193593492578,29.186217869890005,1852.696256879,2820.8810928000003,297.7131243116093,296.64324376222174,226.35583112449174
160,160,R170,270,2,428.859658041,57.6058796153,8.92041392450729,29.14057691825,1838.197445164,2848.84022184,296.6648017728322,296.64324376222174,226.35583112449174
161,161,R170,270,3,429.547879652,57.5934221974,8.942783293525407,29.116959221740004,1847.405811792,2781.56850223,297.4087363572253,296.64324376222174,226.35583112449174
162,162,R170,290,1,355.864527746,111.1520947612,5.669332190937025,46.583703845084,3007.91777073,3475.23720644,188.54408829482276,296.64324376222174,226.35583112449174
163,163,R170,290,2,355.010336013,112.7036834345,5.5919796302559925,46.83233309228,2913.47040523,3657.6422373600008,185.9715863599053,296.64324376222174,226.35583112449174
164,164,R170,290,3,344.69197670600005,103.6528296122,5.700744216729715,45.497157320456495,3521.53350703,2781.92225267,189.58875309221176,296.64324376222174,226.35583112449174
165,165,R23,190,1,1448.14908719,5.2517011809800005,16.595677533529788,1.1350448809149998,-6661.5360728,1082.327059982,237.03370088167776,289.8968776385203,536.8289587488731
166,166,R23,190,2,1448.2236348300005,5.61950807369,16.57877227613054,1.212655231805,-6512.959677940001,1154.862993464,236.79224549562292,289.8968776385203,536.8289587488731
167,167,R23,190,3,1448.27302478,5.77351575516,16.59248363217144,1.243359094867,-6462.85304345,1185.6133314939998,236.9880828430234,289.8968776385203,536.8289587488731
168,168,R23,210,1,1361.50376036,14.9799771781,15.273493207303222,3.40030468188,-5623.126861979999,1190.966254276,218.1491302782761,289.8968776385203,536.8289587488731
169,169,R23,210,2,1364.31794827,15.2176946962,15.28269036111962,3.44560395023,-5601.65034885,1208.9900872669998,218.28049191761104,289.8968776385203,536.8289587488731
170,170,R23,210,3,1360.51504734,14.111891690499998,15.275719198810725,3.22044246178,-5716.86334118,1127.726825732,218.18092379825072,289.8968776385203,536.8289587488731
171,171,R23,230,1,1266.5840569,34.881198464200004,13.658140306253609,8.00468391095,-4573.928495640001,1240.369216717,195.0772746344104,289.8968776385203,536.8289587488731
172,172,R23,230,2,1266.11938608,34.8021006319,13.679204897631726,8.011667603989999,-4577.54297809,1242.183311252,195.3781371958712,289.8968776385203,536.8289587488731
173,173,R23,230,3,1264.6851523899998,35.4250045804,13.628856666490458,8.11838004814,-4532.5622635400005,1258.904392594,194.65902057432027,289.8968776385203,536.8289587488731
174,174,R23,250,1,1146.55217114,71.2875346084,11.61232798161794,15.82333547729,-3458.42686291,1215.727626838,165.8572282917408,289.8968776385203,536.8289587488731
175,175,R23,250,2,1151.86294794,72.1953915963,11.64374403618168,15.96349342319,-3470.39932406,1231.2580310060002,166.30593932901533,289.8968776385203,536.8289587488731
176,176,R23,250,3,1147.31057486,69.70439944019999,11.668206381669377,15.65596089327,-3492.5617168300005,1200.583725931,166.65533152897103,289.8968776385203,536.8289587488731
177,177,R23,270,1,999.118315902,142.95317707390004,8.872349408988857,28.599647222519,-2222.901111078,1107.518537268,126.72250419900102,289.8968776385203,536.8289587488731
178,178,R23,270,2,1006.116835165,147.9466634199,8.82403471756314,29.046899337464,-2209.648159051,1133.999224792,126.03243233586343,289.8968776385203,536.8289587488731
179,179,R23,270,3,1009.89122903,153.25537873349998,8.74741965374659,29.790668837217,-2198.809407689,1141.143745937,124.93815028060946,289.8968776385203,536.8289587488731
180,180,R32,241,1,1085.440806037,16.185586671899998,15.935770836000811,5.325620595769999,-4266.3480433,2222.24338308,306.3157549592652,315.6215080471489,423.01224458873367
181,181,R32,241,2,1083.1011822399998,15.5808353363,15.958898437147935,5.17383807393,-4393.030405889999,2156.56266805,306.76031133991876,315.6215080471489,423.01224458873367
182,182,R32,241,3,1083.34232788,15.694074632499998,15.94790540367563,5.196875539570001,-4368.863002259999,2168.94296669,306.54900437635763,315.6215080471489,423.01224458873367
183,183,R32,261,1,1000.258702208,32.8189318557,14.115693322461052,10.70374758484,-3626.56834226,2110.85356469,271.3304113959144,315.6215080471489,423.01224458873367
184,184,R32,261,2,1000.737318051,32.542290630000004,14.129940909641086,10.63518327697,-3654.17990912,2097.80276128,271.6042770575328,315.6215080471489,423.01224458873367
185,185,R32,261,3,1000.251551211,32.754979916,14.1290739914747,10.64139098937,-3636.63208076,2107.03445212,271.58761324532327,315.6215080471489,423.01224458873367
186,186,R32,281,1,904.752789395,67.37838814559998,11.732667460871632,20.1994961635,-2603.14837386,2086.79822202,225.52413234029737,315.6215080471489,423.01224458873367
187,187,R32,281,2,900.392374037,63.911957447800006,11.822803775001193,19.49279744739,-2737.9723991600004,2009.63524235,227.25672333925095,315.6215080471489,423.01224458873367
188,188,R32,281,3,906.250226365,67.2871172192,11.760680847293864,20.17315955942,-2605.9942350600004,2095.00408753,226.06260278513503,315.6215080471489,423.01224458873367
189,189,R32,301,1,758.4980477150001,127.2117488529,8.509917464666717,33.283786936543,-1505.0721376699998,1887.91210359,163.57676196883588,315.6215080471489,423.01224458873367
190,190,R32,301,2,767.6709419680001,130.612862084,8.528715471819654,33.63857186159,-1485.9709642609998,1895.07968118,163.93809533714543,315.6215080471489,423.01224458873367
191,191,R32,301,3,760.4118516519999,133.0917740265,8.30311221928322,33.67708456441599,-1372.8940240110198,1930.2229095200005,159.60157272188258,315.6215080471489,423.01224458873367
195,195,R41,210,1,847.3229796,10.13108335727,14.175495764638612,4.545098257719999,-5398.991811939999,987.395323731,416.52207459344197,285.5886122715509,330.57994043334753
196,196,R41,210,2,846.9174933,10.18005565155,14.158274153917349,4.56224196343,-5382.79731488,991.918022787,416.0160477747289,285.5886122715509,330.57994043334753
197,197,R41,210,3,847.4932644139999,10.15636671443,14.17216655772946,4.568694191890001,-5392.716170979999,990.189869995,416.42425168893305,285.5886122715509,330.57994043334753
198,198,R41,230,1,781.21292725,21.8745286635,12.638323255311336,9.83568051393,-4497.22935426,949.356417181,371.35495710960936,285.5886122715509,330.57994043334753
199,199,R41,230,2,783.525744102,22.9516483419,12.59007092310417,10.24999795689,-4442.52630327,986.505842548,369.9371469780557,285.5886122715509,330.57994043334753
200,200,R41,230,3,783.518294981,22.3128425469,12.62943189969973,10.02212901088,-4487.990460250001,961.986022989,371.0937002233047,285.5886122715509,330.57994043334753
201,201,R41,250,1,704.6731122980001,46.0029777455,10.621424670737394,19.539338274140004,-3419.82172271,929.318844103,312.0919305009077,285.5886122715509,330.57994043334753
202,202,R41,250,2,707.406868035,47.3953421983,10.572010461702863,20.06417414922,-3399.4496440300004,943.256706507,310.6399806570935,285.5886122715509,330.57994043334753
203,203,R41,250,3,705.4861539,46.7971789836,10.59705271081896,19.866920194210003,-3417.0502438099998,929.837158661,311.37580321508415,285.5886122715509,330.57994043334753
204,204,R41,270,1,602.1814404569999,100.1237221932,7.638558521539656,35.924065968118,-2060.649513212,892.2751063479999,224.44564162840936,285.5886122715509,330.57994043334753
